item_id|employee_id|date|quantity_before|quantity_after
10168|10043|1396388305|198|140
10249|10043|1290346152|196|129
10284|10023|1388084383|225|110
10101|10019|1313255925|172|122
10236|10043|1359048160|60|170
10187|10006|1302542954|159|108
10122|10029|1232802077|205|67
10243|10005|1322951188|72|219
10213|10004|1248526099|184|232
10269|10013|1237839319|212|163
10283|10040|1248862156|50|71
10069|10043|1399146823|205|89
10155|10025|1312612136|196|72
10018|10030|1441694823|168|163
10207|10027|1383160384|55|97
10186|10027|1324595926|229|197
10064|10043|1440111398|99|194
10293|10003|1282596785|48|228
10050|10042|1417500621|84|210
10294|10020|1357376512|120|182
10187|10019|1370208008|157|76
10128|10030|1290356331|85|111
10241|10016|1440681312|165|208
10156|10038|1235503232|194|78
10223|10036|1320412100|227|211
10076|10007|1256885411|89|223
10261|10039|1418804607|104|98
10099|10006|1329397631|122|173
10257|10019|1328980308|176|100
10054|10018|1378125467|119|149
10182|10000|1413539732|89|187
10042|10016|1221610378|90|136
10278|10043|1207475331|79|199
10038|10035|1387953785|134|74
10156|10021|1391564628|216|122
10274|10009|1313834451|163|97
10227|10012|1380200371|216|192
10098|10019|1346728961|163|78
10150|10031|1388083825|62|174
10203|10042|1433008186|134|78
10292|10014|1296909120|113|208
10132|10030|1401630197|167|49
10106|10029|1275305591|141|117
10132|10017|1385115814|140|96
10093|10026|1253113003|134|161
10245|10010|1241027802|58|86
10129|10033|1354291242|225|186
10094|10022|1281716302|125|70
10219|10005|1329095955|196|141
10007|10004|1235427122|156|200
10280|10010|1372221383|191|142
10176|10003|1373723199|197|180
10125|10020|1206135063|170|89
10047|10002|1219059111|163|200
10026|10027|1332675675|139|196
10244|10044|1227609130|59|222
10045|10026|1211096858|79|61
10247|10000|1214363661|199|78
10129|10003|1219400372|62|202
10028|10032|1419735889|164|222
10090|10026|1253115979|200|182
10042|10034|1225879824|131|156
10025|10009|1393218962|230|137
10201|10038|1429536060|186|120
10221|10023|1279439340|208|116
10296|10018|1355355038|96|80
10142|10016|1222629350|97|65
10240|10039|1368727588|180|101
10042|10013|1433766728|225|63
10097|10030|1426150093|78|195
10133|10026|1361346639|123|47
10257|10045|1425163519|184|63
10054|10000|1403074183|185|50
10157|10004|1323526643|105|204
10110|10035|1429531506|231|139
10106|10037|1286797065|221|181
10085|10031|1224140386|192|87
10239|10010|1440105512|200|50
10020|10038|1315883056|75|129
10294|10029|1267936778|65|211
10216|10040|1303257433|64|154
10160|10029|1290932538|101|51
10078|10045|1383279313|49|132
10227|10007|1304028487|86|221
10263|10041|1220654517|153|58
10167|10023|1251699983|47|136
10197|10040|1419640093|156|150
10148|10023|1433541675|51|100
10174|10038|1313417776|144|63
10051|10023|1353740926|54|117
10139|10020|1215782477|194|116
10145|10006|1378031980|88|66
10044|10004|1290043779|215|136
10196|10030|1430092313|171|211
10049|10036|1391378723|62|86
10215|10021|1343492757|210|97
10060|10006|1275496265|60|62
10254|10025|1363325548|214|155
10263|10020|1332458375|178|185
10036|10031|1317000756|136|143
10117|10006|1349502459|137|133
10241|10043|1223281702|101|202
10061|10039|1369996791|211|201
10245|10036|1398246745|170|114
10062|10008|1438412259|137|174
10249|10010|1296175805|203|69
10109|10015|1367977028|74|98
10109|10025|1248649166|144|187
10019|10011|1225778754|163|98
10163|10022|1207409587|142|138
10040|10019|1364873389|205|229
10074|10017|1432052252|174|71
10109|10000|1405875612|125|100
10039|10010|1431683194|179|231
10094|10003|1275926511|133|163
10223|10010|1323088642|52|220
10258|10022|1365022907|183|211
10120|10033|1409400725|94|213
10103|10009|1332494271|61|89
10122|10010|1330142668|231|214
10104|10034|1229381353|124|47
10103|10036|1266809127|153|231
10236|10007|1431309541|154|196
10151|10036|1207084409|68|229
10102|10045|1208750288|226|147
10211|10030|1394667547|94|50
10119|10014|1249099508|76|177
10148|10008|1243116606|123|99
10217|10003|1330177643|184|153
10124|10020|1210784605|156|99
10158|10037|1332212926|216|199
10015|10016|1267028517|50|213
10158|10046|1403972260|230|206
10110|10011|1234318168|207|223
10078|10010|1278501279|68|54
10203|10007|1245451105|220|210
10155|10008|1243996030|91|135
10044|10021|1291828701|96|106
10133|10000|1439093189|103|115
10057|10008|1293156812|178|232
10108|10006|1385015307|146|223
10184|10005|1389900643|228|52
10162|10032|1352621176|212|58
10076|10040|1262796118|116|232
10170|10036|1357735856|212|178
10104|10014|1389570735|223|71
10090|10037|1305834795|179|164
10236|10004|1395792267|123|101
10258|10005|1366325749|146|160
10051|10045|1253404312|88|183
10231|10028|1335375590|65|205
10254|10036|1349390829|229|76
10022|10029|1276542672|68|199
10178|10030|1430659819|88|78
10099|10000|1432424725|54|74
10053|10026|1325040296|231|117
10242|10014|1332729063|93|56
10123|10014|1374146799|72|125
10038|10026|1219576279|89|128
10134|10018|1351698464|93|154
10216|10031|1348442866|198|84
10157|10027|1246437805|79|134
10203|10016|1251145279|207|58
10079|10025|1348556850|205|195
10126|10027|1442179223|168|190
10152|10015|1383983657|218|137
10126|10038|1248364292|188|211
10239|10030|1234840750|139|107
10048|10015|1354820564|231|74
10088|10022|1392314393|47|131
10285|10013|1380546670|67|219
10202|10035|1211222267|102|132
10023|10027|1284401405|171|197
10254|10030|1301619464|156|145
10002|10044|1430009532|90|208
10265|10000|1269319082|72|80
10237|10018|1333980029|75|82
10153|10032|1244147396|85|207
10141|10007|1229680360|212|127
10255|10033|1316664464|104|184
10004|10003|1342252683|165|225
10133|10044|1422810117|94|173
10216|10015|1329051272|158|196
10175|10006|1279429060|209|179
10284|10031|1392398773|52|198
10097|10042|1310399568|211|126
10000|10017|1244424238|105|170
10084|10022|1319658519|69|67
10046|10005|1298842501|126|161
10092|10009|1435642229|104|57
10058|10014|1378065888|95|114
10284|10017|1300352422|59|159
10084|10027|1399411754|139|133
10227|10007|1339877387|151|57
10159|10007|1248845869|127|185
10289|10003|1397773515|128|119
10054|10003|1308178498|189|206
10172|10019|1370228368|81|71
10279|10003|1323332315|191|138
10053|10018|1361534648|153|115
10100|10045|1405216152|208|73
10143|10007|1301206097|160|173
10214|10037|1406320245|49|220
10129|10043|1413370808|92|131
10101|10017|1261041378|132|143
10224|10014|1231259859|127|151
10140|10039|1365255543|204|132
10060|10040|1212020882|130|166
10016|10027|1413297195|180|165
10162|10003|1233766685|74|60
10057|10034|1354733178|103|85
10112|10022|1338238652|113|213
10224|10026|1358830207|49|213
10200|10045|1292238457|118|145
10180|10010|1420056047|154|72
10169|10019|1385071817|59|220
10108|10023|1242587813|122|202
10096|10000|1211592843|123|116
10273|10015|1252615233|54|227
10244|10032|1332245035|146|71
10137|10027|1283389778|87|173
10156|10034|1207960813|196|96
10081|10006|1334973639|67|95
10264|10045|1434395616|79|198
10080|10036|1375964369|191|210
10163|10014|1289190405|152|153
10228|10013|1225285586|109|223
10037|10009|1315850157|167|92
10015|10005|1441606927|50|85
10045|10027|1223107768|147|118
10155|10034|1310890254|148|155
10290|10034|1427926980|232|76
10297|10016|1362692632|94|169
10074|10008|1267636902|51|164
10235|10023|1248244899|193|141
10226|10028|1415664760|229|156
10053|10014|1238194252|123|183
10085|10038|1329592191|226|231
10111|10018|1403281380|84|71
10220|10021|1302375662|104|134
10237|10020|1403812336|218|217
10106|10029|1302871232|177|224
10125|10035|1253699826|232|49
10109|10014|1267712153|137|113
10213|10037|1224988174|168|155
10223|10043|1410670602|177|228
10121|10001|1238954664|174|96
10110|10004|1340459320|207|153
10159|10034|1256735691|175|78
10258|10046|1395506972|198|96
10252|10021|1390245791|221|58
10030|10002|1366293983|115|107
10190|10007|1215368037|186|221
10169|10016|1215041963|49|91
10063|10000|1272546280|63|175
10096|10034|1258366984|158|215
10187|10019|1352313408|146|90
10275|10022|1254698362|213|204
10181|10046|1363469582|222|184
10115|10036|1352446940|49|176
10214|10024|1373897399|221|64
10262|10034|1218808850|79|158
10271|10015|1402769212|86|138
10290|10045|1291511413|139|148
10241|10044|1305207284|227|190
10176|10013|1215078762|122|215
10014|10043|1334169168|227|60
10044|10017|1387723494|64|226
10040|10002|1440854408|192|152
10161|10023|1266321966|127|141
10104|10042|1348011976|95|53
10232|10026|1347129328|164|224
10034|10032|1387186374|205|53
10004|10020|1322492848|205|169
10044|10028|1211696512|115|105
10295|10000|1370142271|91|220
10284|10011|1328702294|222|196
10025|10037|1235174614|69|100
10286|10014|1422535668|113|105
10185|10019|1440122025|178|80
10019|10041|1326629935|96|55
10190|10019|1417170129|89|56
10183|10031|1378385328|111|224
10066|10024|1239688488|113|171
10066|10028|1390007352|176|65
10180|10037|1213677117|103|133
10146|10042|1399061809|124|52
10055|10019|1392852003|58|198
10225|10046|1272845287|159|161
10157|10006|1234605735|170|221
10185|10035|1259542037|79|158
10209|10017|1375290280|170|104
10138|10029|1442580091|158|57
10182|10038|1206295485|157|57
10267|10000|1304842664|199|54
10212|10032|1280827056|124|96
10117|10019|1430589713|150|212
10016|10046|1318938311|178|141
10180|10045|1236486952|183|79
10160|10044|1320323804|132|77
10124|10025|1390971248|92|133
10234|10014|1425507391|55|182
10292|10010|1445181471|150|133
10010|10003|1288108485|56|82
10016|10000|1385922145|75|100
10030|10036|1411680816|62|153
10021|10005|1390743241|50|175
10123|10004|1416432716|49|138
10148|10021|1288212685|76|63
10138|10013|1302960125|199|50
10170|10024|1349704207|64|150
10117|10042|1406304639|170|177
10205|10044|1324639245|190|119
10177|10038|1415580458|152|66
10004|10026|1281198376|58|129
10098|10020|1421613546|166|218
10063|10016|1214774419|162|134
10201|10028|1410330952|205|202
10184|10012|1407902146|165|203
10038|10014|1292831288|76|61
10187|10045|1439870825|186|98
10106|10043|1347329013|82|176
10016|10019|1236398948|114|98
10295|10017|1289404701|206|60
10079|10029|1387779659|151|84
10023|10006|1287244732|125|56
10173|10041|1257468833|175|180
10228|10021|1229392038|227|85
10074|10038|1333583888|83|92
10258|10044|1384145887|84|65
10276|10036|1221211242|59|101
10182|10002|1438828553|99|211
10077|10015|1368922967|47|198
10025|10003|1251656667|116|180
10065|10020|1414122343|194|105
10218|10029|1312999531|145|84
10236|10026|1294352618|70|140
10284|10026|1288618854|179|109
10083|10028|1208612130|202|156
10172|10043|1357361088|222|159
10075|10004|1437144322|157|144
10129|10010|1225258208|158|102
10271|10019|1282874852|224|156
10057|10030|1269136802|68|92
10074|10025|1211903583|164|119
10293|10020|1370783451|140|151
10290|10039|1214497846|188|57
10280|10037|1274380597|154|89
10077|10036|1411559936|76|81
10156|10016|1416797459|97|58
10138|10028|1325008986|125|98
10292|10023|1337420883|113|99
10156|10046|1390076348|232|98
10167|10031|1336466905|98|196
10066|10021|1220236573|165|191
10068|10013|1360191718|172|102
10140|10034|1416868797|108|196
10071|10015|1206213350|92|80
10299|10001|1396046566|189|225
10264|10027|1264925940|162|189
10091|10010|1260569713|94|62
10228|10005|1281065062|178|197
10293|10008|1254552334|84|118
10176|10039|1437823296|199|103
10029|10023|1330247038|193|112
10150|10039|1408906936|69|148
10094|10012|1352920336|102|120
10199|10043|1416720513|56|72
10040|10013|1304507719|198|68
10138|10042|1310792778|117|199
10151|10039|1384627773|69|163
10052|10009|1304923872|57|74
10176|10028|1362109468|83|47
10061|10028|1262171828|137|207
10284|10021|1436377813|80|92
10223|10019|1220490289|211|104
10087|10007|1379513149|88|167
10083|10042|1336443106|109|226
10205|10013|1208017792|55|61
10066|10046|1346743673|220|184
10243|10005|1360559297|151|50
10157|10017|1268129611|221|59
10219|10042|1210362587|55|203
10139|10012|1264319012|128|57
10248|10011|1277427642|153|176
10266|10003|1252496920|103|132
10126|10044|1235355778|71|213
10257|10027|1320549145|133|167
10231|10000|1409572344|224|198
10046|10042|1240457478|92|60
10151|10022|1357892517|129|92
10003|10003|1419969933|164|203
10200|10014|1391491385|70|138
10114|10033|1232724004|169|133
10117|10020|1346424950|148|215
10041|10002|1279672693|110|185
10038|10003|1220134634|207|151
10043|10036|1214324211|136|112
10158|10001|1226011430|50|165
10182|10000|1441257398|212|91
10273|10018|1436414651|67|219
10010|10039|1349245294|137|212
10161|10019|1435810263|140|181
10253|10019|1298123628|48|79
10151|10009|1389482319|74|60
10248|10018|1438397578|209|192
10062|10011|1313685320|203|169
10015|10015|1290408735|107|220
10271|10009|1376575606|212|161
10228|10025|1241688377|104|98
10051|10002|1277659077|140|113
10141|10000|1389370769|207|122
10158|10015|1284890683|207|100
10099|10001|1374990161|189|172
10235|10001|1231276705|72|138
10008|10006|1322160527|105|122
10254|10010|1293937219|215|204
10223|10007|1317259917|117|189
10170|10040|1402347228|200|56
10081|10017|1386156892|229|168
10286|10011|1335208070|120|150
10060|10040|1433438260|194|216
10090|10032|1435680956|169|68
10077|10033|1307522343|143|193
10241|10027|1357708555|117|96
10218|10025|1444361918|54|225
10069|10005|1298531675|202|103
10224|10026|1346908302|59|182
10115|10024|1289206213|128|185
10288|10001|1297221629|70|162
10083|10005|1248587312|227|59
10252|10011|1415345101|198|214
10006|10046|1266408027|60|72
10274|10010|1413583738|206|163
10031|10034|1292701227|169|226
10252|10031|1293870731|157|146
10111|10033|1316359791|203|201
10221|10003|1235114761|49|232
10071|10002|1328508479|59|225
10193|10037|1358297735|209|142
10130|10023|1359093739|173|110
10223|10044|1248487698|214|184
10151|10029|1431893027|193|63
10137|10038|1287444643|168|77
10298|10010|1405306006|59|185
10257|10004|1208366991|64|57
10079|10037|1220303306|193|155
10194|10024|1339492578|207|107
10286|10019|1361532332|210|162
10005|10004|1368868209|208|103
10025|10007|1250787366|207|127
10125|10000|1356399862|133|136
10131|10008|1421576926|75|91
10210|10027|1358809070|207|99
10264|10014|1392485605|192|149
10176|10000|1224401441|111|75
10197|10030|1320501919|120|80
10174|10015|1350092285|87|57
10293|10025|1235562780|163|216
10213|10044|1286035426|123|178
10180|10004|1367256443|231|104
10248|10010|1409089765|210|142
10179|10024|1301643661|127|47
10035|10006|1445342431|95|90
10174|10019|1370730093|94|60
10004|10001|1364329713|76|160
10277|10024|1211026442|136|140
10118|10012|1242294078|170|182
10087|10042|1327805162|191|75
10244|10034|1362796924|172|214
10270|10014|1327806024|136|151
10290|10016|1352557060|110|114
10097|10024|1217504869|153|145
10060|10007|1221193440|193|103
10124|10008|1422492640|190|119
10177|10009|1252474302|62|51
10259|10043|1310067736|57|95
10137|10031|1420010921|192|167
10029|10040|1211480706|220|143
10143|10034|1406373763|227|216
10122|10027|1314027942|132|64
10210|10002|1408355857|74|206
10195|10046|1436998537|190|184
10240|10019|1312472304|96|96
10098|10022|1285573915|204|165
10133|10001|1269058297|137|225
10070|10040|1309474437|96|63
10065|10040|1268027388|70|146
10039|10014|1330319254|93|140
10107|10017|1289350594|222|164
10192|10031|1267265447|92|163
10015|10026|1310450901|179|72
10057|10011|1306695921|186|71
10254|10043|1439469705|213|100
10186|10019|1256328490|85|181
10213|10036|1411678831|94|165
10296|10014|1427622551|117|163
10284|10021|1369091083|198|62
10172|10015|1371563933|111|70
10093|10005|1260333291|59|67
10246|10005|1373713804|72|141
10043|10011|1431742297|74|184
10210|10022|1357636674|162|80
10039|10037|1212714678|112|137
10241|10015|1320018573|102|227
10032|10031|1279186083|155|225
10292|10030|1422899738|55|161
10227|10028|1428719736|101|183
10162|10013|1385420690|185|135
10213|10031|1209427072|171|207
10228|10041|1314601280|57|108
10103|10006|1428750485|95|168
10120|10013|1251756150|47|210
10024|10002|1384200821|72|177
10131|10029|1341904560|193|54
10086|10027|1354508201|232|230
10120|10027|1384218183|152|178
10174|10011|1226631449|58|101
10113|10038|1383054050|149|157
10161|10045|1407697016|92|214
10237|10020|1286458729|106|150
10038|10038|1348047024|149|156
10095|10041|1337401665|148|229
10266|10005|1382107408|166|213
10232|10032|1253055897|57|228
10057|10017|1300207691|65|199
10183|10029|1300833389|137|225
10183|10012|1260175232|136|220
10081|10007|1324798451|132|85
10139|10023|1390090578|98|84
10115|10035|1338959180|187|129
10145|10015|1253295602|99|167
10101|10027|1407252735|221|200
10151|10035|1441395227|134|126
10218|10003|1335033984|125|71
10075|10044|1293992651|115|180
10253|10021|1402282373|71|117
10231|10014|1366728677|71|225
10217|10038|1320356197|136|232
10152|10012|1304498396|114|59
10227|10013|1315900749|130|226
10272|10018|1441741234|127|80
10166|10005|1229821989|60|131
10029|10012|1406352322|159|79
10280|10040|1383871393|107|124
10006|10045|1273375774|103|52
10153|10016|1421347202|60|145
10152|10000|1318063957|91|71
10067|10024|1388998959|52|139
10248|10009|1321636672|55|119
10045|10029|1247761766|153|181
10024|10001|1299546389|212|83
10289|10002|1302195155|141|79
10244|10008|1404143048|99|228
10178|10022|1218125021|218|156
10105|10006|1415329306|107|193
10007|10016|1277054285|142|107
10241|10028|1276896689|111|142
10130|10022|1366873179|62|199
10106|10005|1262390143|144|164
10236|10035|1326673511|133|202
10265|10002|1427965165|179|210
10178|10033|1240408470|151|193
10206|10011|1310898459|81|108
10215|10003|1333908136|55|148
10252|10041|1387733016|196|150
10118|10000|1318361147|85|196
10285|10031|1255897285|75|126
10265|10037|1379365086|187|181
10295|10018|1406353976|167|198
10099|10020|1220133381|74|143
10204|10034|1216117469|122|204
10056|10034|1445054301|99|82
10092|10037|1326342158|177|106
10253|10034|1244829989|231|161
10044|10041|1444648489|92|194
10135|10024|1289981026|227|156
10100|10028|1252115008|144|138
10272|10007|1293532413|124|133
10193|10026|1290978686|110|230
10084|10015|1231116752|149|66
10209|10045|1226028018|170|101
10187|10029|1297209058|116|196
10206|10006|1345460764|111|69
10197|10044|1400410993|159|72
10224|10032|1272759565|214|127
10207|10040|1398998354|75|224
10114|10030|1229352931|181|208
10150|10019|1371418497|88|78
10093|10046|1324165604|219|107
10045|10043|1239479425|89|211
10247|10002|1368948659|173|164
10225|10003|1257346210|78|131
10144|10016|1296213551|112|93
10228|10041|1224113034|90|61
10205|10013|1255635467|70|110
10122|10044|1283261604|192|139
10132|10042|1294881785|230|104
10066|10014|1253198371|60|208
10240|10009|1304429337|94|70
10262|10002|1385788217|61|153
10211|10015|1424494195|103|229
10285|10039|1242456045|120|192
10027|10037|1371624372|155|126
10096|10031|1287587210|200|136
10070|10040|1304923981|98|216
10187|10011|1222037694|194|110
10290|10032|1334550119|170|117
10190|10043|1272404329|110|187
10057|10016|1408043318|72|193
10288|10014|1303342633|207|207
10121|10043|1320112871|213|72
10093|10042|1329095097|141|75
10052|10010|1241685472|170|139
10257|10020|1258299179|110|192
10172|10034|1263018224|118|165
10273|10013|1373624157|146|206
10115|10031|1436504620|185|144
10274|10025|1442918579|128|100
10207|10022|1439292056|87|214
10078|10037|1424157662|188|165
10158|10009|1362139790|61|48
10036|10038|1232715154|154|165
10298|10030|1373668230|55|65
10291|10028|1242703793|67|163
10211|10005|1217645410|171|171
10080|10041|1381087336|194|54
10076|10002|1260033574|50|204
10244|10015|1394501892|231|119
10056|10036|1424838483|138|188
10011|10046|1310660021|226|158
10121|10044|1221920586|195|98
10130|10034|1285100986|208|183
10226|10028|1388258163|118|209
10038|10041|1245994845|176|160
10246|10031|1354978764|98|198
10136|10046|1389189034|104|135
10296|10041|1313285828|171|110
10242|10045|1402369951|113|96
10290|10043|1301754930|80|228
10214|10036|1279232490|51|125
10111|10009|1324818967|156|219
10112|10010|1288712232|131|109
10253|10028|1319926455|122|121
10072|10039|1275288965|180|177
10087|10015|1379890457|51|202
10263|10025|1331213642|178|106
10039|10022|1360315255|194|190
10291|10005|1424660679|93|184
10081|10011|1434496363|90|98
10112|10043|1227357560|78|174
10270|10006|1380945202|103|49
10186|10015|1241544227|230|136
10242|10038|1335648263|183|56
10053|10008|1431074504|170|232
10281|10018|1439026587|210|220
10188|10012|1330607565|72|208
10114|10038|1232928574|101|149
10108|10014|1352691593|205|132
10138|10016|1263419715|180|149
10068|10011|1340826515|96|94
10137|10033|1360896552|218|197
10088|10019|1356210943|79|136
10233|10029|1366987879|156|193
10220|10045|1284805984|163|146
10141|10019|1306371015|199|85
10014|10031|1306097433|55|82
10231|10041|1360926679|176|206
10271|10023|1344607408|141|47
10005|10027|1284349708|164|160
10206|10011|1390969487|218|111
10185|10029|1286848448|124|141
10161|10007|1234514988|108|164
10153|10029|1326833632|69|177
10213|10040|1392677473|84|94
10117|10021|1214484338|230|166
10050|10032|1216624364|158|152
10248|10043|1411781382|149|64
10081|10019|1209252511|124|147
10103|10021|1219041010|129|225
10030|10017|1376542542|97|91
10096|10030|1293015440|227|225
10010|10037|1313459321|47|145
10089|10005|1391422282|164|170
10245|10045|1401358639|159|52
10190|10024|1232075348|56|151
10277|10044|1255875710|128|63
10221|10004|1349997482|131|140
10105|10005|1209029969|214|179
10267|10041|1242832217|157|192
10129|10044|1410957001|71|107
10225|10018|1241591832|110|181
10197|10037|1422501455|203|195
10020|10034|1270253414|218|198
10108|10039|1366733178|69|196
10023|10033|1398856111|126|175
10154|10002|1237942370|98|151
10179|10034|1356029745|101|178
10085|10020|1273123059|101|228
10280|10021|1234278542|90|177
10293|10029|1373526237|94|107
10059|10010|1236435126|165|82
10123|10003|1404453764|187|213
10181|10033|1282725520|137|203
10127|10008|1312355028|102|158
10179|10043|1443554636|160|194
10113|10017|1384265432|179|224
10217|10035|1315565929|225|142
10209|10040|1336929133|51|81
10290|10045|1206354111|163|226
10168|10032|1322765934|56|100
10241|10012|1244540373|171|169
10058|10022|1246074655|155|195
10249|10011|1212338708|229|231
10270|10024|1300405783|207|137
10115|10000|1351725191|81|166
10093|10026|1271152019|106|52
10278|10018|1375805841|205|86
10209|10030|1291654621|48|136
10045|10027|1370682260|113|138
10001|10000|1237715889|63|215
10087|10011|1322095113|229|114
10229|10026|1325567034|165|210
10165|10019|1407080855|120|131
10228|10011|1345738139|84|128
10112|10003|1276930272|225|227
10234|10022|1378500489|74|55
10052|10024|1240309383|59|219
10281|10002|1211275588|217|121
10285|10006|1383326899|193|55
10201|10022|1434319076|151|166
10228|10031|1231151962|150|229
10087|10036|1264857532|197|101
10026|10033|1333518833|180|111
10251|10044|1270452560|61|62
10203|10019|1419558790|205|136
10273|10026|1284968847|176|229
10072|10013|1297114447|215|159
10023|10010|1213135212|139|216
10158|10043|1301666651|102|69
10097|10031|1393157040|137|61
10156|10032|1301711849|134|62
10169|10043|1313502499|103|138
10244|10002|1315771760|232|57
10267|10014|1376503496|156|184
10154|10015|1222338019|75|146
10110|10022|1221874086|184|60
10106|10030|1205437858|207|207
10035|10001|1385110443|159|95
10059|10039|1217302811|179|198
10015|10041|1440148849|205|107
10059|10045|1316940296|213|128
10054|10024|1340748884|197|217
10098|10014|1416641709|100|195
10101|10045|1440449656|60|142
10059|10004|1296038444|110|94
10209|10002|1276593792|160|206
10016|10017|1411023147|131|172
10073|10028|1233235356|163|155
10003|10002|1362194183|198|171
10101|10031|1337011520|93|127
10021|10031|1435633499|230|217
10104|10041|1378972487|102|79
10282|10017|1232603116|115|223
10196|10046|1304714044|97|204
10035|10039|1320882171|192|111
10083|10046|1252396698|196|202
10240|10025|1295928923|143|53
10275|10032|1359093812|166|77
10008|10040|1363646489|179|172
10157|10044|1252484845|192|120
10124|10005|1333894921|193|122
10154|10019|1383194485|159|49
10113|10008|1261850049|160|123
10234|10006|1358335561|213|135
10237|10004|1368358682|141|196
10132|10015|1310768245|165|86
10274|10003|1268430538|230|116
10092|10039|1402435292|138|52
10189|10018|1212131532|224|171
10067|10014|1250644293|232|145
10244|10015|1238053493|212|212
10009|10023|1274104413|155|88
10195|10025|1247734363|118|156
10256|10031|1412213603|78|144
10174|10013|1232005939|171|73
10190|10017|1291279025|138|154
10037|10040|1283572898|230|230
10159|10013|1251470295|92|160
10152|10002|1406757770|114|71
10151|10042|1390797870|156|83
10178|10041|1394682240|80|101
10160|10032|1284880929|131|55
10262|10045|1265587472|227|185
10226|10030|1242085171|121|132
10261|10030|1288770786|131|125
10209|10032|1377007118|196|75
10052|10021|1258607385|129|100
10198|10010|1277341437|73|215
10126|10041|1237985819|187|166
10274|10020|1208884064|203|116
10265|10026|1375067275|64|195
10224|10016|1251403723|204|49
10218|10029|1220713310|171|56
10064|10021|1270249740|102|61
10204|10042|1406534204|110|186
10079|10043|1406019889|195|126
10227|10010|1346826100|124|173
10018|10026|1418957651|140|99
10229|10027|1420567182|200|102
10027|10031|1322095670|204|138
10205|10033|1246346989|146|51
10271|10004|1247311148|113|216
10059|10012|1241579778|209|89
10162|10036|1342535776|166|122
10141|10040|1271548857|181|185
10069|10034|1344712094|179|81
10007|10024|1282603822|64|108
10215|10038|1399228862|106|208
10164|10007|1265145070|103|166
10136|10033|1253639078|179|162
10062|10018|1435340659|158|104
10118|10018|1271225649|158|89
10028|10022|1442576017|176|138
10080|10033|1244177578|74|209
10213|10000|1327461513|94|56
10042|10008|1219999480|47|82
10017|10009|1327220207|98|55
10033|10019|1391204389|92|153
10193|10003|1279869629|158|168
10026|10021|1424099267|225|130
10139|10028|1262198567|164|158
10223|10038|1368063738|87|115
10173|10025|1271313021|192|179
10044|10008|1386813044|58|90
10100|10027|1208390578|144|93
10298|10046|1442875963|104|53
10006|10033|1305945477|111|201
10069|10013|1327081815|179|152
10088|10005|1404215086|166|120
10252|10002|1218805159|125|133
10126|10030|1338973812|207|143
10224|10017|1260714817|198|195
10135|10026|1228484756|103|147
10265|10020|1366969130|82|177
10010|10000|1301263152|184|47
10009|10038|1273313458|66|192
10043|10042|1439863832|188|204
10278|10004|1290770797|90|100
10111|10032|1376274687|75|70
10000|10032|1442591708|133|103
10025|10015|1247528991|195|123
10145|10035|1245879473|72|140
10177|10042|1213335683|114|224
10239|10002|1394737722|162|49
10266|10039|1216179429|120|157
10235|10006|1384082469|49|52
10025|10029|1418601822|161|63
10214|10034|1234606105|221|192
10288|10008|1246816536|69|60
10162|10025|1443558150|231|180
10218|10038|1335697940|95|208
10122|10031|1406906175|196|169
10186|10008|1413119944|118|70
10228|10036|1315683283|129|152
10064|10026|1301865280|50|171
10266|10021|1264072938|65|229
10098|10007|1376051340|213|59
10247|10015|1217629319|226|78
10294|10040|1252705199|105|228
10114|10009|1250211008|126|64
10158|10013|1280509047|150|59
10205|10002|1342450543|156|117
10093|10044|1228987155|139|197
10189|10039|1438418324|113|97
10198|10042|1278412527|95|134
10055|10038|1223977413|225|109
10207|10025|1254707777|147|111
10098|10022|1210726248|129|214
10051|10031|1358218190|81|136
10228|10028|1333917236|128|67
10168|10012|1264907039|193|191
10127|10007|1333438739|64|117
10248|10022|1288834021|212|48
10226|10022|1425020376|125|134
10040|10024|1324803252|134|199
10040|10035|1418114576|174|97
10264|10012|1399623845|203|135
10182|10019|1354088249|148|125
10078|10040|1271709281|144|68
10273|10012|1420700498|210|150
10021|10005|1376527347|191|78
10076|10044|1363125705|213|133
10218|10029|1315757430|113|102
10267|10036|1313093945|219|185
10104|10012|1271297383|97|56
10288|10039|1330697846|150|132
10220|10045|1243125622|173|89
10107|10042|1284284934|132|228
10182|10007|1361656299|79|212
10199|10010|1428312885|148|130
10185|10006|1329759244|55|232
10263|10006|1249467833|126|158
10092|10035|1335119631|65|51
10087|10039|1240940677|134|193
10283|10017|1298066380|65|164
10071|10040|1324037352|111|196
10182|10026|1292997615|224|96
10149|10041|1394044548|98|66
10034|10004|1423908290|230|157
10250|10046|1246551457|157|69
10109|10046|1238410076|211|76
10109|10017|1351594129|150|71
10276|10017|1411528443|180|154
10290|10004|1292488041|213|96
10112|10013|1299033025|59|190
10220|10000|1414090882|151|109
10234|10032|1226778696|134|142
10082|10026|1318089608|202|51
10226|10019|1283918004|197|104
10133|10033|1292414883|127|153
10073|10010|1405775111|179|51
10255|10040|1368823668|47|93
10004|10038|1236400355|224|66
10271|10012|1307769719|86|52
10087|10010|1368818765|162|139
10156|10015|1380260207|170|188
10120|10011|1332153369|59|176
10202|10034|1370624382|200|136
10257|10020|1263634547|93|206
10295|10015|1395507856|210|175
